age;class_worker;education;wage_per_hour;hs_college;marital_stat;major_ind_code;major_occ_code;race;hisp_origin;sex;union_member;unemp_reason;tax_filer_stat;region_prev_res;state_prev_res;det_hh_fam_stat;det_hh_summ;mig_same;num_emp;fam_under_18;country_father;country_mother;country_self;citizenship;own_or_self;weeks_worked;year;sampling_weight
40; Private; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Manufacturing-nondurable goods; Professional specialty; White; All other; Male; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;6; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;52;94;146974
83; Not in universe; Doctorate degree(PhD EdD);0; Not in universe; Never married; Not in universe or children; Not in universe; White; All other; Female; Not in universe; Not in universe; Single; Not in universe; Not in universe; Nonfamily householder; Householder; Yes;0; Not in universe; England; United-States; United-States; Native- Born in the United States;0;0;94;147305
33; State government; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Education; Professional specialty; Asian or Pacific Islander; All other; Male; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;6; Not in universe; ?; India; India; Foreign born- Not a citizen of U S ;0;39;94;147345
40; Private; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Manufacturing-nondurable goods; Professional specialty; White; All other; Male; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;6; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;52;94;147352
34; State government; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Education; Technicians and related support; Asian or Pacific Islander; All other; Male; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;6; Not in universe; China; China; China; Foreign born- Not a citizen of U S ;0;52;94;147543
52; State government; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Education; Professional specialty; White; All other; Male; No; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;2; Not in universe; Iran; Iran; Iran; Foreign born- Not a citizen of U S ;0;45;94;147861
62; Not in universe; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Not in universe or children; Not in universe; White; All other; Male; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;0; Not in universe; ?; United-States; United-States; Native- Born in the United States;0;0;94;148523
44; Local government; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Education; Professional specialty; White; All other; Male; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;6; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;52;94;149985
52; Local government; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Education; Professional specialty; White; All other; Female; Yes; Not in universe; Joint one under 65 & one 65+; Not in universe; Not in universe; Householder; Householder; Yes;6; Not in universe; United-States; United-States; United-States; Native- Born in the United States;1;50;94;150795
41; Self-employed-incorporated; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Wholesale trade; Sales; Asian or Pacific Islander; All other; Male; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;1; Not in universe; Taiwan; Taiwan; Taiwan; Foreign born- Not a citizen of U S ;0;52;94;152884
90; Not in universe; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Not in universe or children; Not in universe; White; All other; Male; Not in universe; Not in universe; Joint both 65+; Not in universe; Not in universe; Householder; Householder; Yes;0; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;0;94;153307
47; Self-employed-not incorporated; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Construction; Precision production craft & repair; White; All other; Male; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;1; Not in universe; Canada; United-States; United-States; Native- Born in the United States;0;50;94;153832
81; Not in universe; Doctorate degree(PhD EdD);0; Not in universe; Widowed; Not in universe or children; Not in universe; White; All other; Male; Not in universe; Not in universe; Single; Not in universe; Not in universe; Nonfamily householder; Householder; Yes;0; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;0;94;153863
31; State government; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Education; Professional specialty; Asian or Pacific Islander; All other; Female; Not in universe; Not in universe; Joint both under 65; Midwest; Oklahoma; Spouse of householder; Spouse of householder; No;0; Not in universe; India; India; India; Foreign born- Not a citizen of U S ;0;0;94;154893
75; Self-employed-incorporated; Doctorate degree(PhD EdD);0; Not in universe; Widowed; Other professional services; Professional specialty; White; All other; Male; Not in universe; Not in universe; Single; Not in universe; Not in universe; Nonfamily householder; Householder; Yes;1; Not in universe; United-States; ?; United-States; Native- Born in the United States;0;48;94;155206
41; Private; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Manufacturing-nondurable goods; Professional specialty; White; All other; Male; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;5; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;52;94;156756
40; Private; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Education; Professional specialty; White; All other; Male; No; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;5; Not in universe; United-States; United-States; United-States; Native- Born in the United States;1;50;94;156886
42; Private; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Education; Professional specialty; Asian or Pacific Islander; All other; Male; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;6; Not in universe; China; China; China; Foreign born- Not a citizen of U S ;0;52;94;157546
56; Not in universe; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Not in universe or children; Not in universe; Asian or Pacific Islander; All other; Female; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Spouse of householder; Spouse of householder; Yes;0; Not in universe; South Korea; South Korea; South Korea; Foreign born- U S citizen by naturalization;0;0;94;158105
72; Not in universe; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Not in universe or children; Not in universe; White; All other; Female; Not in universe; Not in universe; Joint both 65+; Not in universe; Not in universe; Spouse of householder; Spouse of householder; Yes;0; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;0;94;158597
72; Not in universe; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Not in universe or children; Not in universe; White; All other; Male; Not in universe; Not in universe; Joint both 65+; Not in universe; Not in universe; Householder; Householder; Yes;0; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;0;94;158597
57; Private; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Manufacturing-nondurable goods; Professional specialty; White; All other; Male; No; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;0; Not in universe; Italy; Italy; United-States; Native- Born in the United States;0;0;94;159011
38; Not in universe; Doctorate degree(PhD EdD);0; Not in universe; Married-spouse absent; Not in universe or children; Not in universe; White; All other; Male; Not in universe; Not in universe; Single; Not in universe; Not in universe; Secondary individual; Nonrelative of householder; Yes;0; Not in universe; ?; ?; ?; Foreign born- Not a citizen of U S ;0;0;94;159088
45; Private; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Finance insurance and real estate; Professional specialty; White; All other; Male; No; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;1; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;52;94;160079
84; Not in universe; Doctorate degree(PhD EdD);0; Not in universe; Widowed; Not in universe or children; Not in universe; White; All other; Male; Not in universe; Not in universe; Single; Not in universe; Not in universe; Householder; Householder; Yes;0; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;0;94;160516
76; Not in universe; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Not in universe or children; Not in universe; White; All other; Male; Not in universe; Not in universe; Nonfiler; Not in universe; Not in universe; Householder; Householder; Yes;0; Not in universe; United-States; Poland; United-States; Native- Born in the United States;0;0;94;161386
41; Self-employed-incorporated; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Medical except hospital; Professional specialty; White; All other; Male; Not in universe; Not in universe; Joint both under 65; South; Florida; Spouse of householder; Spouse of householder; No;1; Not in universe; Germany; Germany; United-States; Native- Born in the United States;0;52;94;161627
30; Private; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Hospital services; Professional specialty; White; All other; Male; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;6; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;52;94;162203
51; Local government; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Education; Professional specialty; White; All other; Male; Yes; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;6; Not in universe; United-States; United-States; United-States; Native- Born in the United States;2;52;94;162717
40; Local government; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Public administration; Professional specialty; White; All other; Female; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Spouse of householder; Spouse of householder; Yes;4; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;52;94;164074
48; Private; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Education; Professional specialty; White; All other; Male; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;4; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;52;94;164099
51; Local government; Doctorate degree(PhD EdD);2000; Not in universe; Married-civilian spouse present; Education; Professional specialty; Black; All other; Female; Yes; Not in universe; Joint one under 65 & one 65+; Not in universe; Not in universe; Householder; Householder; Yes;6; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;40;94;164434
37; State government; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Education; Professional specialty; White; All other; Male; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;6; Not in universe; United-States; United-States; United-States; Native- Born in the United States;1;52;94;164502
35; Private; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Manufacturing-durable goods; Professional specialty; Asian or Pacific Islander; All other; Male; Not in universe; Not in universe; Joint both under 65; Northeast; North Carolina; Householder; Householder; No;6; Not in universe; China; China; Taiwan; Foreign born- Not a citizen of U S ;0;52;94;164852
42; Local government; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Education; Professional specialty; Black; All other; Female; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Spouse of householder; Spouse of householder; Yes;6; Not in universe; United-States; United-States; United-States; Native- Born in the United States;2;52;94;166143
48; Private; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Manufacturing-durable goods; Professional specialty; Asian or Pacific Islander; All other; Male; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;6; Not in universe; China; China; China; Foreign born- Not a citizen of U S ;0;52;94;166532
62; Local government; Doctorate degree(PhD EdD);0; Not in universe; Widowed; Public administration; Professional specialty; White; All other; Female; Yes; Not in universe; Single; Not in universe; Not in universe; Householder; Householder; Yes;6; Not in universe; Iran; Iran; Iran; Foreign born- U S citizen by naturalization;0;52;94;166573
37; Self-employed-not incorporated; Doctorate degree(PhD EdD);0; Not in universe; Never married; Other professional services; Professional specialty; White; All other; Male; Not in universe; Not in universe; Single; Northeast; North Carolina; Nonfamily householder; Householder; No;1; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;50;94;167609
58; Self-employed-incorporated; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Medical except hospital; Professional specialty; White; All other; Male; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;1; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;52;94;167622
39; Self-employed-not incorporated; Doctorate degree(PhD EdD);0; Not in universe; Never married; Medical except hospital; Professional specialty; White; All other; Male; Not in universe; Not in universe; Single; Northeast; North Carolina; Nonfamily householder; Householder; No;1; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;49;94;167677
64; Self-employed-not incorporated; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Manufacturing-durable goods; Executive admin and managerial; White; All other; Male; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;1; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;49;94;167964
30; Private; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Hospital services; Professional specialty; White; All other; Male; Not in universe; Not in universe; Joint both under 65; Midwest; Indiana; Spouse of householder; Spouse of householder; No;6; Not in universe; ?; ?; ?; Foreign born- U S citizen by naturalization;0;52;94;168036
27; Private; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Wholesale trade; Professional specialty; White; All other; Male; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;2; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;52;94;168085
55; Private; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Other professional services; Professional specialty; White; All other; Male; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;4; Not in universe; ?; ?; ?; Foreign born- U S citizen by naturalization;2;52;94;168687
62; Private; Doctorate degree(PhD EdD);0; Not in universe; Never married; Education; Executive admin and managerial; White; All other; Male; Not in universe; Not in universe; Single; Not in universe; Not in universe; Nonfamily householder; Householder; Yes;6; Not in universe; Germany; United-States; United-States; Native- Born in the United States;0;52;94;168726
32; State government; Doctorate degree(PhD EdD);0; Not in universe; Never married; Hospital services; Professional specialty; White; All other; Female; Not in universe; Not in universe; Single; Not in universe; Not in universe; Nonfamily householder; Householder; Yes;6; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;52;94;168912
66; Not in universe; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Not in universe or children; Not in universe; White; All other; Female; Not in universe; Not in universe; Joint both 65+; Not in universe; Not in universe; Spouse of householder; Spouse of householder; Yes;0; Not in universe; Hungary; Hungary; United-States; Native- Born in the United States;0;0;94;169073
63; State government; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Education; Executive admin and managerial; White; All other; Male; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;6; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;52;94;169527
45; Private; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Education; Professional specialty; White; All other; Female; Not in universe; Not in universe; Joint both under 65; Northeast; North Carolina; Spouse of householder; Spouse of householder; No;6; Not in universe; United-States; United-States; Germany; Native- Born abroad of American Parent(s);0;52;94;169804
90; Not in universe; Doctorate degree(PhD EdD);0; Not in universe; Widowed; Not in universe or children; Not in universe; White; All other; Male; Not in universe; Not in universe; Single; Northeast; ?; Nonfamily householder; Householder; No;0; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;0;94;170168
45; Private; Doctorate degree(PhD EdD);0; Not in universe; Divorced; Other professional services; Professional specialty; Black; All other; Female; Yes; Not in universe; Head of household; Not in universe; Not in universe; Householder; Householder; Yes;6; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;52;94;170319
45; Private; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Education; Professional specialty; White; All other; Male; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;4; Not in universe; United-States; United-States; United-States; Native- Born in the United States;2;52;94;170378
44; State government; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Education; Professional specialty; White; All other; Female; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Spouse of householder; Spouse of householder; Yes;2; Not in universe; United-States; United-States; United-States; Native- Born in the United States;2;52;94;170399
66; Not in universe; Doctorate degree(PhD EdD);0; Not in universe; Never married; Not in universe or children; Not in universe; White; All other; Female; Not in universe; Not in universe; Single; Midwest; Oklahoma; Householder; Householder; No;0; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;0;94;170432
27; Private; Doctorate degree(PhD EdD);0; Not in universe; Never married; Hospital services; Professional specialty; White; All other; Female; Not in universe; Not in universe; Single; Northeast; ?; Nonfamily householder; Householder; No;6; Not in universe; United-States; United-States; United-States; Native- Born in the United States;2;51;94;171069
68; Private; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Education; Executive admin and managerial; White; Mexican-American; Male; Not in universe; Not in universe; Joint both 65+; Not in universe; Not in universe; Spouse of householder; Spouse of householder; Yes;4; Not in universe; Mexico; United-States; United-States; Native- Born in the United States;0;52;94;171236
31; State government; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Education; Professional specialty; White; All other; Male; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;5; Not in universe; United-States; United-States; United-States; Native- Born in the United States;2;52;94;171535
41; Private; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Education; Professional specialty; White; All other; Male; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;5; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;52;94;171637
30; Self-employed-not incorporated; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Medical except hospital; Professional specialty; White; All other; Male; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;1; Not in universe; United-States; United-States; United-States; Native- Born in the United States;1;52;94;171804
39; Self-employed-not incorporated; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Agriculture; Professional specialty; White; All other; Female; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Spouse of householder; Spouse of householder; Yes;1; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;52;94;172069
42; Private; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Manufacturing-durable goods; Professional specialty; Asian or Pacific Islander; All other; Male; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;6; Not in universe; South Korea; South Korea; South Korea; Foreign born- U S citizen by naturalization;0;52;94;172494
59; Self-employed-not incorporated; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Other professional services; Professional specialty; White; All other; Male; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;1; Not in universe; ?; ?; United-States; Native- Born in the United States;2;52;94;172626
64; Self-employed-incorporated; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Other professional services; Professional specialty; White; All other; Male; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;1; Not in universe; Canada; Canada; Canada; Foreign born- U S citizen by naturalization;0;52;94;173109
64; Private; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Medical except hospital; Professional specialty; White; All other; Female; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Spouse of householder; Spouse of householder; Yes;4; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;40;94;173171
40; State government; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Hospital services; Professional specialty; White; All other; Male; No; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;4; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;52;94;173212
64; State government; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Education; Professional specialty; White; All other; Male; Not in universe; Not in universe; Joint one under 65 & one 65+; Not in universe; Not in universe; Householder; Householder; Yes;6; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;52;94;173466
48; Local government; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Education; Professional specialty; White; All other; Male; Yes; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;6; Not in universe; Canada; Canada; Canada; Foreign born- U S citizen by naturalization;0;48;94;174583
36; Self-employed-incorporated; Doctorate degree(PhD EdD);0; Not in universe; Never married; Medical except hospital; Professional specialty; White; All other; Female; Not in universe; Not in universe; Single; Not in universe; Not in universe; Nonfamily householder; Householder; Yes;1; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;52;94;174809
55; Private; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Manufacturing-durable goods; Executive admin and managerial; White; All other; Male; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;6; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;52;94;174874
69; Private; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Education; Professional specialty; White; All other; Male; Not in universe; Not in universe; Joint both 65+; Not in universe; Not in universe; Householder; Householder; Yes;4; Not in universe; ?; United-States; China; Native- Born abroad of American Parent(s);0;52;94;174988
46; Private; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Manufacturing-durable goods; Professional specialty; White; All other; Male; No; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;6; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;52;94;175232
39; Self-employed-not incorporated; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Agriculture; Professional specialty; White; All other; Male; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;1; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;52;94;175712
51; State government; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Education; Professional specialty; White; All other; Male; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;6; Not in universe; United-States; United-States; United-States; Native- Born in the United States;2;52;94;175767
51; Private; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Other professional services; Professional specialty; Asian or Pacific Islander; All other; Male; No; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;3; Not in universe; South Korea; South Korea; South Korea; Foreign born- U S citizen by naturalization;0;52;94;175804
65; Private; Doctorate degree(PhD EdD);0; Not in universe; Widowed; Education; Professional specialty; White; All other; Female; Not in universe; Not in universe; Single; Not in universe; Not in universe; Nonfamily householder; Householder; Yes;1; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;52;94;175836
48; Self-employed-not incorporated; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Other professional services; Professional specialty; White; All other; Male; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;3; Not in universe; Greece; United-States; United-States; Native- Born in the United States;0;52;94;175873
37; Local government; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Medical except hospital; Professional specialty; White; All other; Female; Not in universe; Not in universe; Joint both under 65; West; California; Spouse of householder; Spouse of householder; No;5; Not in universe; United-States; United-States; United-States; Native- Born in the United States;2;47;94;175993
41; State government; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Education; Professional specialty; White; All other; Male; Not in universe; Not in universe; Joint both under 65; South; ?; Spouse of householder; Spouse of householder; No;2; Not in universe; United-States; United-States; United-States; Native- Born in the United States;1;50;94;176756
74; Self-employed-not incorporated; Doctorate degree(PhD EdD);0; Not in universe; Married-spouse absent; Medical except hospital; Professional specialty; White; All other; Male; Not in universe; Not in universe; Single; Not in universe; Not in universe; Nonfamily householder; Householder; Yes;1; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;48;94;176983
34; Not in universe; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Not in universe or children; Not in universe; White; All other; Female; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Grandchild 18+ spouse of subfamily RP; Other relative of householder; Yes;1; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;4;94;177114
36; Self-employed-not incorporated; Doctorate degree(PhD EdD);0; Not in universe; Never married; Medical except hospital; Professional specialty; White; All other; Male; Not in universe; Not in universe; Single; Not in universe; Not in universe; Nonfamily householder; Householder; Yes;1; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;52;94;177194
87; Not in universe; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Not in universe or children; Not in universe; White; All other; Male; Not in universe; Not in universe; Joint one under 65 & one 65+; Not in universe; Not in universe; Householder; Householder; Yes;0; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;0;94;177366
31; Private; Doctorate degree(PhD EdD);0; Not in universe; Married-spouse absent; Other professional services; Professional specialty; Asian or Pacific Islander; All other; Male; Not in universe; Not in universe; Single; Northeast; North Carolina; Nonfamily householder; Householder; No;6; Not in universe; China; China; China; Foreign born- Not a citizen of U S ;2;52;94;178113
74; Not in universe; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Not in universe or children; Not in universe; White; All other; Male; Not in universe; Not in universe; Joint both 65+; Not in universe; Not in universe; Householder; Householder; Yes;0; Not in universe; Italy; Italy; Italy; Foreign born- U S citizen by naturalization;0;0;94;178255
58; Private; Doctorate degree(PhD EdD);0; Not in universe; Never married; Education; Professional specialty; White; All other; Male; No; Not in universe; Single; Not in universe; Not in universe; Nonfamily householder; Householder; Yes;2; Not in universe; United-States; United-States; United-States; Native- Born in the United States;2;39;94;178417
47; Private; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Education; Professional specialty; White; All other; Male; No; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;4; Not in universe; Iran; Iran; Iran; Foreign born- Not a citizen of U S ;2;52;94;178669
43; Private; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Education; Professional specialty; White; All other; Female; No; Not in universe; Joint both under 65; Not in universe; Not in universe; Spouse of householder; Spouse of householder; Yes;4; Not in universe; Iran; Iran; Iran; Foreign born- Not a citizen of U S ;0;36;94;178669
39; Private; Doctorate degree(PhD EdD);0; Not in universe; Divorced; Manufacturing-nondurable goods; Executive admin and managerial; White; All other; Female; No; Not in universe; Single; Not in universe; Not in universe; Nonfamily householder; Householder; Yes;6; Not in universe; England; England; England; Foreign born- Not a citizen of U S ;0;52;94;178734
66; Local government; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Medical except hospital; Professional specialty; Black; All other; Male; Not in universe; Not in universe; Joint one under 65 & one 65+; Not in universe; Not in universe; Householder; Householder; Yes;6; Not in universe; Jamaica; Jamaica; Jamaica; Foreign born- Not a citizen of U S ;0;52;94;179606
39; State government; Doctorate degree(PhD EdD);0; Not in universe; Divorced; Public administration; Professional specialty; White; All other; Female; Not in universe; Not in universe; Single; Not in universe; Not in universe; Nonfamily householder; Householder; Yes;6; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;52;94;179811
60; State government; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Education; Professional specialty; White; All other; Male; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Spouse of householder; Spouse of householder; Yes;6; Not in universe; United-States; Italy; United-States; Native- Born in the United States;0;52;94;180026
54; Private; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Other professional services; Sales; White; All other; Male; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Spouse of householder; Spouse of householder; Yes;4; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;52;94;180359
50; Self-employed-not incorporated; Doctorate degree(PhD EdD);0; Not in universe; Married-civilian spouse present; Other professional services; Professional specialty; White; All other; Male; Not in universe; Not in universe; Joint both under 65; Not in universe; Not in universe; Householder; Householder; Yes;1; Not in universe; United-States; United-States; United-States; Native- Born in the United States;0;52;94;180527
